ORF,Name,YEPD_mean,YEPD_error,YEPD_cv,YEPD_dm,YEPD_note,SD_mean,SD_error,SD_cv,SD_dm,SD_note
YBR264C,YPT10,,,,,Abundance Low,,,,,Abundance Low
YBR265W,TSC10,109,22.05684951,23.985,-0.056954596,,76,22.18721475,,,
YBR267W,REI1,451.5,29.58074241,,,,313.5,29.13794636,13.7,-0.926169629,
YBR268W,MRPL37,108,22.04345145,28.715,5.596353596,,202.655834,24.81642595,15.2,0.031569701,
YBR269C,FMP21,53,21.43544242,,,,150.6319013,23.6903698,14.92,-0.833781754,
YBR271W,,,,,,Abundance Low,,,,,Abundance Low
YBR272C,HSM3,56,21.47600065,,,,,,,,Abundance Low
YBR273C,UBX7,,,,,Abundance Low,,,,,Abundance Low
YBR274W,CHK1,,,,,Abundance Low,,,,,Abundance Low
YBR275C,RIF1,,,,,Abundance Low,,,,,Abundance Low
YBR278W,DPB3,,,,,Abundance Low,,,19.61,0.842638717,Abundance Low
YBR279W,PAF1,282.5,25.54128382,17.68,-0.721050466,,197,25.91458974,15.585,0.158981134,
YBR281C,,,,,,Abundance Low,,,,,Abundance Low
YBR282W,MRPL27,86,21.90109398,24.94,0.202598713,,114.2338653,22.95699486,15.565,-0.695277066,
YBR283C,SSH1,1496,61.30869559,14.2,-0.176835398,,947.5,48.45232975,12.505,-0.768083663,
YBR286W,APE3,,,,,Abundance Low,,,,,Abundance Low
YBR287W,ZSP1,186.5,23.59105821,23.72,3.709405505,,78.5,22.2698039,,,
YBR288C,APM3,63,21.57401217,23.55,-3.52444985,,56,22.52685572,,,
YBR289W,SNF5,,,,,Abundance Low,52.5,22.48792492,,,
YBR290W,BSD2,137,22.70586156,21.56,0.074383188,,87.5,22.40333341,,,
YBR291C,CTP1,,,,,Abundance Low,199,24.69985333,16.515,0.310817176,
YBR296C,PHO89,,,,,Abundance Low,,,,,Abundance Low
YBR302C,COS2,,,,,Abundance Low,,,,,Abundance Low
YCL001W,RER1,206,23.72047718,22.415,2.438253108,,91.5,22.47189518,,,
YCL005W,,,,,,Abundance Low,,,,,Abundance Low
YCL009C,ILV6,528,31.58590407,21.845,5.376749418,,1045,54.02416859,14.655,1.552599827,
YCL010C,SGF29,106.5,22.20975633,23.7,0.775596652,,79,23.24483798,17.12,-0.580209058,
YCL011C,GBP2,85.5,21.89134202,23.825,-0.74800977,,74.5,23.13707464,17.315,-0.528786792,
YCL014W,BUD3,,,,,Abundance Low,,,,,Abundance Low
YCL016C,DCC1,,,,,Abundance Low,,,,,Abundance Low
YCL017C,NFS1,537.5,31.85938552,18.645,2.327184002,,548.5,35.9595769,13.435,-0.391866697,
YCL024W,KCC4,,,,,Abundance Low,,,,,Abundance Low
YCL025C,AGP1,550,31.90922583,38.39,21.61719475,,3035.5,126.6005067,16.695,4.335607509,
YCL026C-A,FRM2,,,,,Abundance Low,,,,,Failed QC/Abundance Low
YCL027C-A,,,,,,No Measurement,,,,,No Measurement
YCL027W,FUS1,,,,,Abundance Low,,,,,Abundance Low
YCL028W,RNQ1,259.5,25.04991486,19.675,0.945965657,,244.5,27.1483492,15.235,0.167941422,
YCL029C,BIK1,,,,,Abundance Low,,,,,Abundance Low
YCL030C,HIS4,2089,80.94487115,17.43,3.500253674,,9750,392.5199111,14.11,2.266155085,
YCL031C,RRP7,339,26.82756107,17.25,-0.440977298,,353,30.29531313,13.215,-1.187803304,
YCL032W,STE50,,,,,Abundance Low,,,,,Abundance Low
YCL034W,LSB5,,,,,Abundance Low,69.5,23.09359661,17.67,-0.155314625,
YCL035C,GRX1,506,30.66816802,18.93,2.236390421,,515.7788495,33.69898245,15.835,2.005900357,
YCL037C,SRO9,3260,120.5485502,12.73,-0.649530319,,1998,89.53267856,11.045,-1.548868043,
YCL039W,GID7,,,,,Abundance Low,,,,,Abundance Low
YCL040W,GLK1,145.5,22.85000872,27.05,5.689311994,,332.5,29.36956885,16.63,2.078792358,
YCL043C,PDI1,407,28.45321975,17.78,0.440996553,,220,26.17437914,17.16,1.47,
YCL044C,,,,,,Failed QC,,,,,Abundance Low
YCL045C,,525,31.18863853,15.015,-1.53746394,,346.6697115,28.564008,14.225,-0.13,
YCL050C,APA1,1060,47.3705722,15.3,0.355988353,,592.5,37.85538607,12.58,-1.144063674,
YCL052C,PBN1,83.5,21.69207387,26.625,0.187839066,,65.5,22.0055725,,,
YCL055W,KAR4,123,22.47245491,23.82,1.518206748,,83,23.28174161,16.73,-0.755633651,
YCL056C,,,,,,Abundance Low,,,,,Abundance Low
YCL057W,PRD1,395,28.15558053,16.715,-0.56840444,,369,30.31050929,15.24,0.87325263,
YCL059C,KRR1,376,27.70263197,21.2,3.901920465,,210,25.22812322,16.53,0.868111463,
YCL061C,MRC1,,,,,Abundance Low,,,,,Abundance Low
YCL064C,CHA1,1002.5,45.51778404,23.855,8.778513553,,,,,,Abundance Low
YCR002C,CDC10,533.5,31.80605903,18.925,2.317429192,,345.5,30.01948073,14.36,-0.073822059,
YCR003W,MRPL32,202.5,23.91926947,21.34,1.363253108,,311.434912,27.67495497,13.31,-1.134366234,
YCR004C,YCP4,603.5,33.70157598,19,2.83386997,,720.5,42.33479426,12.46,-1.009983209,
YCR005C,CIT2,,,,,Abundance Low,168,24.90082421,21.99,5.705093463,
YCR009C,RVS161,743.5,37.67089362,15.285,-0.364985533,,700.5,41.5357194,12.925,-0.593675318,
YCR011C,ADP1,207.5,23.9904811,19.26,-0.300270183,,183.1795315,24.53862795,15.27,-0.091401686,
YCR012W,PGK1,42839.5,1490.410612,11.35,-0.553586153,,35610.5,1394.722729,10.52,-1.055300177,
YCR016W,,163.5,23.166405,21.83,1.031374274,,99.5,23.64898345,16.485,-0.372401824,
YCR017C,CWH43,83.5,21.86062966,25.615,0.919270357,,107.220223,22.87321378,16.875,0.273069723,
YCR018C,SRD1,,,,,Abundance Low,,,,,Abundance Low
YCR018C-A,,744,37.69047076,28.345,12.53609509,,453.4691353,31.97870265,28.02,14.07895244,
YCR020C,PET18,,,,,Abundance Low,,,,,Abundance Low
YCR020W-B,HTL1,297.5,25.87560385,17.045,-1.1620769,,272.278379,26.62092922,13.4,-1.341879432,
YCR021C,HSP30,64.5,21.46889947,,,,,,,,Abundance Low
YCR023C,,,,,,Abundance Low,,,,,Abundance Low
YCR024C,,,,,,Abundance Low,,,,,Abundance Low
YCR024C-A,PMP1,6641.5,236.4492122,14.18,1.390361052,,4041,166.9637034,20.58,8.387661084,
YCR027C,RHB1,80,21.63578032,23.525,-2.621244247,,,,,,Abundance Low
YCR028C,FEN2,167,23.01203811,21.775,0.856259929,,100.5,22.6436826,,,
YCR028C-A,RIM1,435,29.16507403,20.375,3.338489243,,453.9454378,31.69157397,14.24,0.288740508,
YCR030C,SYP1,192.5,23.7015366,22.355,2.228638103,,323.5,29.05915405,14.985,0.356326733,
YCR033W,SNT1,,,,,Abundance Low,,,,,Abundance Low
YCR034W,FEN1,1437,58.99759406,12.555,-1.904050315,,804,43.20710435,,,
YCR035C,RRP43,234,24.51927615,,,,177.5,25.46313453,14.19,-1.35938111,
YCR036W,RBK1,156,23.03303269,20.945,0.010921665,,311,29.06851363,13.575,-1.036263454,
YCR037C,PHO87,,,,,Abundance Low,52.546696,21.80280539,18.195,0.177653466,
YCR038C,BUD5,,,,,Abundance Low,,,,,Abundance Low
YCR042C,TAF2,,,,,Abundance Low,,,,,Abundance Low
YCR043C,,332,26.66856818,16.6,-1.331432779,,202.931325,24.85926356,15.735,0.465148004,
YCR044C,PER1,142,22.79304723,22.705,1.25555306,,144.5,23.52072875,16.485,-0.893601403,
YCR046C,IMG1,161,23.12331242,23.35,2.5366067,,189.948319,24.53389589,15.405,0.122442185,
YCR047C,BUD23,188.5,23.62592497,21.625,1.884921347,,110,23.84439791,18.82,2.208112555,
YCR048W,ARE1,,,,,Abundance Low,,,,,Abundance Low
YCR051W,,106.5,22.21351055,23.865,0.774701763,,88,23.43928564,17.345,0.039566901,
YCR053W,THR4,3806.5,139.1846677,11.72,-1.506677249,,3691.5,153.368753,12.45,0.224395951,
YCR054C,CTR86,90,21.96040986,23.09,-1.285785475,,51.5,22.43530319,,,
YCR057C,PWP2,503,30.97536423,15.565,-1.070787849,,259,27.2750613,15.575,0.547048481,
YCR059C,YIH1,144.5,22.83420686,23.865,2.556458166,,135.5,24.50600354,14.98,-1.23208129,
YCR060W,TAH1,75.5,21.57470237,27.545,1.341917754,,,,,,Abundance Low
YCR061W,,,,,,Abundance Low,,,,,Failed QC/Abundance Low
YCR063W,BUD31,186.5,23.58903829,19.7,-0.402837458,,152.482307,23.64282505,15.505,-0.168069057,
YCR065W,HCM1,56.5,21.48449956,,,,,,,,Abundance Low
YCR067C,SED4,82,21.84030802,25.2,0.667151202,,,,,,Abundance Low
YCR069W,CPR4,68,21.46980112,,,,,,,,Abundance Low
YCR071C,IMG2,115.5,22.35458461,24.045,1.305536291,,90.63860475,22.46635728,17.27,0.282630574,
YCR073W-A,SOL2,,,,,Abundance Low,,,,,Abundance Low
YCR077C,PAT1,302.5,25.9841168,16.81,-1.297788634,,295.5,28.22687196,15.095,0.278907869,
YCR079W,,,,,,Abundance Low,,,,,Abundance Low
YCR081W,SRB8,,,,,Abundance Low,,,,,Failed QC
YCR082W,AHC2,,,,,Abundance Low,50.046696,21.75573071,19.17,0.94277896,
YCR083W,TRX3,,,,,Abundance Low,,,,,Abundance Low
YCR084C,TUP1,,,,,Failed QC,160,24.75889044,17.64,1.505249726,
YCR086W,CSM1,,,,,Abundance Low,,,,,Abundance Low
YCR087C-A,,92,21.9871094,24.29,0.212214713,,,,,,Abundance Low
YCR088W,ABP1,1065,47.46963741,16.895,1.918775851,,931.5,49.10414211,13.37,0.117178364,
YCR090C,,125.5,22.51478266,23.425,1.451806948,,86.5569865,22.36265314,19.665,2.907619263,
YCR092C,MSH3,,,,,Abundance Low,,,,,Abundance Low
YCR093W,CDC39,444.5,29.44245058,15.985,-1.01643535,,382.5,32.17543497,13.74,-0.603384049,
YCR094W,CDC50,78.5,21.78868976,26.835,1.421680219,,,,,,Abundance Low
YCR095C,,53,21.43719292,,,,,,,,Abundance Low
YDL001W,RMD1,,,,,Abundance Low,,,,,Abundance Low
YDL002C,NHP10,115.5,22.35106728,21.57,-1.195342207,,74,22.40263356,,,
YDL003W,MCD1,138.5,22.73507849,,,,58.5,22.47790567,,,
YDL005C,MED2,74.5,21.73115276,30.44,5.399549695,,84,23.33033622,16.8,-0.798467124,
YDL008W,APC11,133,22.63831824,19.15,-2.503324319,,111.5706288,22.84668982,15.67,-0.665272909,
YDL010W,,50.5,21.40450722,,,,,,,,Abundance Low
YDL012C,,59.5,21.53766272,25.165,-2.259926019,,,,,,Abundance Low
YDL015C,TSC13,854.5,40.67080511,13.68,-1.735520298,,609,36.50418715,,,
YDL017W,CDC7,55,21.4624065,,,,,,,,Failed QC
YDL018C,ERP3,265.5,24.91589129,18.455,-0.448602532,,246,26.29497324,15.18,-0.199557729,
YDL019C,OSH2,114,22.32708404,22.5,-0.793154375,,184,25.33854671,15.37,-0.401658187,
YDL020C,RPN4,,,,,Abundance Low,,,,,Abundance Low
YDL021W,GPM2,,,,,Abundance Low,,,,,Abundance Low
YDL022W,GPD1,2206,84.4513694,21.74,7.871231753,,2870.5,123.5019226,17.82,5.468827936,
YDL025C,,84,21.8695238,26.965,1.969104123,,302,28.40425175,16.475,1.746869657,
YDL027C,,,,,,Abundance Low,,,,,Abundance Low
YDL028C,MPS1,,,,,Abundance Low,,,,,Abundance Low
YDL029W,ARP2,,,,,Failed QC,,,,,No Measurement
YDL030W,PRP9,,,,,Abundance Low,,,,,Abundance Low
YDL033C,MTO2,,,,,Abundance Low,,,,,Abundance Low
YDL036C,,,,,,Abundance Low,,,,,Abundance Low
YDL040C,NAT1,717.5,36.91050957,14.255,-1.478180948,,629,38.68879893,13.4,-0.250459369,
YDL042C,SIR2,62,21.55735789,,,,,,,,Abundance Low
YDL043C,PRP11,,,,,Abundance Low,,,,,Abundance Low
YDL044C,MTF2,,,,,Abundance Low,,,,,Abundance Low
YDL045C,FAD1,,,,,Abundance Low,,,,,Abundance Low
YDL045W-A,MRP10,,,,,Abundance Low,,,,,Abundance Low
YDL046W,NPC2,74.5,21.73997658,25.355,-0.463390089,,58.86981725,21.9400109,16.865,-0.668250353,
YDL047W,SIT4,166.5,23.22495133,21.905,1.36091315,,114.5,23.97581354,16.88,-0.000376978,
YDL048C,STP4,,,,,Abundance Low,,,,,Abundance Low
YDL051W,LHP1,517,31.29407876,16.65,0.114710618,,370.5,30.75892541,13.375,-0.958802723,
YDL052C,SLC1,951,43.5460377,13.005,-2.182509423,,671,38.5234157,13.25,-0.478022344,
YDL053C,PBP4,247,24.79232883,18.125,-0.763580467,,202.880343,24.79370579,15.915,0.82241526,
YDL054C,MCH1,,,,,Abundance Low,,,,,Abundance Low
YDL055C,PSA1,23965.5,835.647808,,,,14607,589.2250638,,,
YDL056W,MBP1,,,,,Abundance Low,,,,,Abundance Low
YDL058W,USO1,252,24.89427146,19.74,0.851419533,,136.2305135,23.38643739,15.975,-0.03618059,
YDL059C,RAD59,,,,,Abundance Low,,,,,Abundance Low
YDL060W,TSR1,410.5,28.53865688,16.54,-0.542109626,,,,,,Failed QC
YDL061C,RPS29B,2578.5,97.41999486,10.9,-2.73195465,,1961.638547,86.63254248,10.61,-1.956733667,
YDL063C,,139.5,22.74733605,21.45,0.192798637,,,,,,Abundance Low
YDL064W,UBC9,588.5,33.23777884,,,,343.5,28.89001542,,,
YDL065C,PEX19,202.5,23.89310868,19.14,-0.508715564,,176,25.43223582,15.365,-0.252997738,
YDL066W,IDP1,645.5,34.4833691,18.82,2.765351708,,1856.5,84.1709424,12.77,0.13132371,
YDL067C,COX9,,,,,Abundance Low,,,,,Abundance Low
YDL070W,BDF2,152,22.97648605,20.99,0.071259929,,72.5,22.83605713,18.665,0.348195545,
YDL072C,YET3,692.5,35.83744828,16.8,0.92436761,,650,37.88815046,13.385,-0.348995996,
YDL074C,BRE1,113.5,22.32205483,22.6,-0.297431476,,90.5,23.20684948,25.035,6.64869989,
YDL076C,RXT3,64.5,21.59312251,28.125,1.687839066,,66.5,22.97963505,16.955,-1.102808663,
YDL077C,VAM6,,,,,Abundance Low,,,,,Abundance Low
YDL078C,MDH3,274.5,25.37197893,19.85,1.250907909,,270.5,27.98986219,14.005,-0.81699815,
YDL080C,THI3,,,,,Abundance Low,,,,,Abundance Low
YDL081C,RPP1A,6605,235.3262152,12.115,-0.657395922,,5304.902454,219.4528384,,,
YDL082W,RPL13A,4069.5,148.1946185,11.095,-2.073347312,,2970.5,126.949051,9.68,-2.672588698,
YDL083C,RPS16B,415,28.65719664,16.86,-0.258715738,,435.5,32.77975807,13.25,-0.80586415,
YDL084W,SUB2,,,,,Abundance Low,,,,,Abundance Low
YDL085C-A,,258.5,25.0261737,18.15,-0.643071466,,278.6321365,26.77772924,15.43,0.788724707,
YDL087C,LUC7,,,,,Abundance Low,,,,,Abundance Low
YDL088C,ASM4,173,23.33868148,22.545,1.862080473,,176.5,24.2308088,15.67,-0.844738608,
YDL089W,,,,,,Abundance Low,,,,,Abundance Low
YDL090C,RAM1,,,,,Failed QC,,,,,Failed QC/Abundance Low
YDL091C,UBX3,,,,,Abundance Low,,,,,Abundance Low
YDL092W,SRP14,332.5,26.68315965,15.74,-2.084406095,,275.5,27.13588598,14.26,-0.877558069,
YDL095W,PMT1,111.5,22.0947441,22.315,-1.223372821,,93.461726,22.54113069,17.08,0.199623022,
YDL097C,RPN6,677,35.75881521,13.69,-2.151897804,,446.5,32.96462463,12.79,-1.311533772,
YDL098C,SNU23,,,,,Abundance Low,,,20.07,1.587772106,Abundance Low
YDL099W,,209.5,24.02932951,18.76,-0.649771961,,196.5,25.94652497,14.98,-0.503892841,
YDL100C,ARR4,521.5,31.4160242,14.27,-2.191220763,,378,31.07526916,12.605,-1.704300701,
YDL101C,DUN1,,,,,Abundance Low,,,,,Abundance Low
YDL102W,CDC2,221.5,24.26882127,17.62,-1.76246301,,200.5,25.70364146,15.395,-0.185646679,
YDL103C,QRI1,201,23.8641115,19.395,-0.428872035,,195,25.89020359,15.565,0.095800427,
YDL104C,QRI7,,,,,Abundance Low,,,,,Abundance Low
YDL105W,QRI2,,,,,Abundance Low,,,,,Abundance Low
YDL106C,PHO2,,,,,Abundance Low,,,,,Abundance Low
YDL107W,MSS2,,,,,Abundance Low,,,,,Abundance Low
YDL108W,KIN28,46.5,21.35045456,,,,,,,,Abundance Low
YDL110C,,205.5,23.95107233,25.45,5.59405272,,281.710403,26.79624743,16.11,1.437896808,
YDL111C,RRP42,194.5,23.76282522,20.04,0.162466,,135,24.47508834,16.02,-0.25665648,
YDL112W,TRM3,,,,,Failed QC,60.5,23.05333854,,,
YDL113C,ATG20,,,,,Abundance Low,57,22.46375442,,,
YDL115C,IWR1,,,,,Abundance Low,,,,,Abundance Low
YDL116W,NUP84,298,25.60984597,16.48,-1.89665989,,227.414331,25.52814264,13.785,-1.25349804,
YDL117W,CYK3,,,,,Abundance Low,,,,,Abundance Low
YDL119C,,,,,,Abundance Low,60,21.89267956,,,
YDL120W,YFH1,116.5,22.36715721,21.73,-0.641245646,,,,,,No Measurement
YDL121C,,409.5,28.51360097,16.42,-0.767105287,,277.676415,26.63744669,15.095,0.45625636,
YDL122W,UBP1,239.5,24.63082657,22.86,3.910787391,,194,34.7878032,,,
YDL123W,SNA4,335,26.75677675,18.585,0.835237038,,278.8566455,26.74208494,16.235,1.562896808,
YDL124W,,464,29.89771887,28.585,11.61178577,,577,37.48058276,17.67,3.897144818,
YDL125C,HNT1,602.5,33.32195932,14.665,-1.558906193,,460.1189648,31.80623053,15.525,1.600303523,
YDL126C,CDC48,2023,78.90334068,15.13,1.142106075,,1576,73.02217094,12.37,-0.415472793,
YDL128W,VCX1,249,24.58028262,21.8,2.819918247,,129.5,23.22296963,22.495,3.835177976,
YDL129W,,,,,,Abundance Low,,,,,Abundance Low
YDL130W,RPP1B,9142.5,322.5751622,11.39,-1.156624255,,7561,306.0677836,9.055,-2.881143704,
YDL130W-A,STF1,140,22.54772122,25.21,3.021101552,,202.80878,25.13256876,,,
YDL131W,LYS21,691.5,36.16563109,16.825,1.019199571,,2732.5,117.816009,12.495,0.106112631,
YDL132W,CDC53,111,22.28157976,22.59,0.075794883,,71,22.83958178,18.545,0.087115798,
YDL133C-A,RPL41B,6413.5,228.1729015,12.215,-0.574161841,,3744.157893,159.9905792,,,
YDL134C,PPH21,129.5,22.58171956,20.09,-1.80044321,,97.5,23.61645182,15.37,-1.557185889,
YDL135C,RDI1,358,27.28763635,16.97,-0.646489303,,351.1560693,28.79605334,13.695,-0.542410148,
YDL136W,RPL35B,2790.5,104.5888536,11.05,-2.484747542,,1989,89.23355077,10,-2.601931652,
YDL137W,ARF2,164,22.95403858,23.125,1.968143896,,103.5,22.72840064,,,
YDL139C,SCM3,,,,,Abundance Low,,,,,Abundance Low
YDL140C,RPO21,1379,57.598439,15.705,1.193406633,,1011,55.51763815,13.165,0.016863477,
YDL141W,BPL1,155.5,23.02761448,20.405,-0.438137152,,156.5,24.68146346,17.23,1.225799927,
YDL142C,CRD1,,,,,Abundance Low,,,,,Abundance Low
YDL144C,,89.5,21.94959884,23.695,-0.959444444,,88.5,23.44784819,15.875,-1.459385211,
YDL145C,COP1,1290,54.62371146,11.375,-3.261339811,,953.2386285,49.44023333,14.65,1.520819675,
YDL146W,,,,,,Abundance Low,55,22.5135666,,,
YDL147W,RPN5,1089.5,48.24583286,12.78,-2.131053561,,822.5,45.92684109,11.48,-1.867328935,
YDL150W,RPC53,196,23.76812595,20.955,1.194205955,,176,25.39792748,14.975,-0.732126426,
YDL152W,,50,21.23672054,,,,,,,,Abundance Low
YDL155W,CLB3,,,,,Abundance Low,,,,,Abundance Low
YDL156W,,,,,,Abundance Low,,,,,Abundance Low
YDL157C,,,,,,Abundance Low,55.47872,21.80791741,17.77,-0.187981771,
YDL159W,STE7,83.5,21.8654245,28.225,3.611460243,,55,22.61704236,,,
YDL160C,DHH1,619.5,34.1075294,13.67,-2.421568576,,572.5,36.69971217,12.635,-1.131598634,
YDL161W,ENT1,198.5,23.8159545,19.225,-0.620215143,,172.5,25.31393749,14.465,-1.276980997,
YDL164C,CDC9,,,,,Failed QC/Abundance Low,,,,,Failed QC
YDL165W,CDC36,110,22.26403689,23.715,1.15189222,,110.376756,22.81425624,18.19,1.627351792,
YDL166C,FAP7,244.5,24.73675792,17.405,-1.575081753,,243.6491305,25.77954228,14.46,-0.367933528,
YDL167C,NRP1,161,23.12671231,20.645,0.018363633,,80.5,23.00087544,18.9,0.942018229,
YDL168W,SFA1,98.5,22.08545522,32.975,9.107771121,,66,22.96801084,27.015,8.915995743,
YDL170W,UGA3,,,,,Abundance Low,,,,,Abundance Low
YDL171C,GLT1,642,34.74485481,18.885,2.590639251,,1140.5,60.60120612,15.01,2.000798886,
YDL173W,,219.5,24.23075015,21.3,2.015348361,,262.5,27.7132986,15.77,0.865294118,
YDL174C,DLD1,,,,,Failed QC/Abundance Low,,,,,Abundance Low
YDL175C,AIR2,,,,,Abundance Low,,,,,Abundance Low
YDL176W,,,,,,Failed QC/Abundance Low,,,,,Failed QC/Abundance Low
YDL178W,DLD2,237,24.59211699,22.61,3.526936864,,352.5,30.14661609,15.835,1.349592014,
YDL180W,,,,,,Abundance Low,,,,,Abundance Low
YDL181W,INH1,124,22.51413451,30.785,8.46020191,,132.1249625,23.59611205,,,
YDL182W,LYS20,780,38.40875622,19.43,3.86129113,,6433,263.5415883,12.895,0.908611153,
YDL184C,RPL41A,10529.5,371.0209042,10.04,-2.441471072,,6336.292788,256.8791518,10.315,-1.663948781,
YDL185W,TFP1,4973,179.148852,12.01,-1.010924584,,2731.082273,115.768623,14.01,1.633225747,
YDL188C,PPH22,,,,,Abundance Low,,,,,Abundance Low
YDL189W,RBS1,128,22.55473361,22.495,0.563424301,,104.5,23.76021655,16.005,-0.886970777,
YDL190C,UFD2,193,23.71910864,18.575,-1.248872035,,174.5,25.10607842,16.65,0.792016757,
YDL191W,RPL35A,4919,177.2712698,11.62,-1.399685604,,3582,150.5680955,9.83,-2.424854512,
YDL192W,ARF1,4335.5,156.8521669,8.43,-4.710377995,,2432,104.1703196,9.08,-3.391552425,
YDL193W,,266.5,25.1967148,17.705,-1.0594057,,216,26.44511666,15.445,0.037752613,
YDL195W,SEC31,1375.5,57.45942826,17.22,2.724392867,,1173,58.28253905,11.325,-1.680999581,
YDL197C,ASF2,,,,,Abundance Low,,,,,Abundance Low
YDL201W,TRM8,133.5,22.64619684,23.82,2.128264656,,78.5,23.19359848,18.105,0.422087383,
YDL202W,MRPL11,227.5,24.38863771,21.13,1.792442216,,237,26.96895743,13.19,-1.917402428,
YDL203C,,52.5,21.42937014,,,,50,22.44285425,,,
YDL204W,RTN2,,,,,Abundance Low,64.5,22.65854933,,,
YDL205C,HEM3,299.5,25.91796967,18.37,0.218618074,,266,27.72278233,13.655,-1.175912302,
YDL207W,GLE1,72,21.52488233,,,,92.5,22.53329885,,,
YDL208W,NHP2,1210.5,52.20998353,13.985,-0.724149609,,783.2826718,42.86112091,12.63,-0.690136455,
YDL209C,CWC2,,,,,Abundance Low,,,,,Abundance Low
YDL211C,,,,,,Abundance Low,,,,,Abundance Low
YDL212W,SHR3,545,31.70691501,14.45,-2.008883906,,385.5,29.66266543,14.06,-0.507698995,
YDL213C,NOP6,574,32.86029026,14.555,-1.679078889,,416.5,32.25591703,12.175,-1.972914974,
YDL215C,GDH2,99.5,22.10039102,26.305,2.437771121,,200,25.73482969,20.435,4.854353321,
YDL216C,RRI1,,,,,Abundance Low,,,,,Abundance Low
YDL219W,DTD1,,,,,Abundance Low,,,,,Abundance Low
YDL220C,CDC13,,,,,Abundance Low,,,,,Abundance Low
YDL222C,FMP45,,,,,Abundance Low,,,,,Abundance Low
YDL223C,HBT1,,,,,Abundance Low,,,,,Abundance Low
YDL224C,WHI4,125,22.51273232,22.535,0.323801634,,138,24.26976294,16.46,0.037323239,
YDL225W,SHS1,330,26.60786149,18.875,1.083569668,,255.5,27.21084051,16.29,1.27250764,
YDL226C,GCS1,469,30.02574271,14.825,-1.970278169,,410.5,32.04910769,12.76,-1.418483109,
YDL227C,HO,,,,,Abundance Low,,,,,Abundance Low
YDL229W,SSB1,1218,52.40921891,13.435,-1.264866361,,968.5,50.7073386,13.15,-0.002176812,
YDL230W,PTP1,,,,,Abundance Low,,,,,Abundance Low
YDL232W,OST4,1881,74.00994516,11.975,-2.074449957,,1226.5,59.31259626,,,
YDL233W,,,,,,Abundance Low,,,,,Abundance Low
YDL234C,GYP7,,,,,Abundance Low,59.5,22.58276893,,,
YDL235C,YPD1,317,26.31112452,16.54,-1.546303537,,204.5912098,24.86555741,15.75,0.635124323,
YDL236W,PHO13,321,26.4026255,22.335,4.423420979,,411.5,32.0394033,16.53,2.359654495,
YDL238C,GUD1,,,,,Abundance Low,,,,,Abundance Low
YDL240W,LRG1,,,,,Abundance Low,,,,,Abundance Low
YDL248W,COS7,,,,,Abundance Low,,,,,Abundance Low
YDR001C,NTH1,195,23.74924846,22.485,2.358638103,,269,37.19030295,,,
YDR003W,RCR2,165.5,23.20842952,20.765,0.067849056,,115.5,23.96664319,16.15,-0.522818174,
YDR004W,RAD57,,,,,Abundance Low,,,,,Abundance Low
YDR005C,MAF1,,,,,Abundance Low,,,,,Abundance Low
YDR006C,SOK1,,,,,Abundance Low,,,,,Abundance Low
YDR007W,TRP1,60.5,21.53650118,25.785,-1.567957309,,106.5,23.80716186,15.71,-1.015209146,
YDR009W,GAL3,,,,,Abundance Low,,,,,Abundance Low
YDR011W,SNQ2,533,31.72761903,17.7,1.169586536,,341.7510945,29.34428939,15.49,1.051972775,
YDR012W,RPL4B,3191.5,118.2188175,13.8,0.405083545,,3327.5,141.5002227,10.125,-2.155648461,
YDR014W,RAD61,,,,,Abundance Low,,,,,Abundance Low
YDR016C,DAD1,91.5,21.98045788,23.275,-0.802785287,,136.859762,23.40829675,16.38,0.476962195,
YDR017C,KCS1,112,22.2962239,22.37,-0.500647126,,111,23.679543,16.54,-0.375374483,
YDR019C,GCV1,595.5,33.44336726,22.29,6.072167061,,1916.5,87.07101227,13.82,1.205028894,
YDR020C,,104.5,22.18474778,25.03,1.736845625,,,,,,Abundance Low
YDR021W,FAL1,61.5,21.56005162,25.23,-1.579986479,,,,,,Abundance Low
YDR022C,CIS1,,,,,Abundance Low,,,,,Failed QC/Abundance Low
YDR023W,SES1,2307,88.26506987,13.845,0.082832296,,1773,81.52804529,,,
YDR024W,,,,,,Abundance Low,,,,,Abundance Low
YDR025W,RPS11A,49.5,21.40228095,,,,,,,,Abundance Low
YDR026C,,,,,,Abundance Low,,,,,Abundance Low
YDR027C,VPS54,74.5,21.56434707,24.4,-2.881946062,,61.529702,21.9582049,17.855,-0.244004257,
YDR028C,REG1,161,23.12259117,19.9,-0.883926998,,189.5,25.47886123,16.03,0.412002262,
YDR031W,,,,,,Abundance Low,,,18.68,0.097874589,Abundance Low
YDR032C,PST2,289.5,25.69459597,20.635,2.146541515,,231.4246215,25.47125489,18.68,3.550046929,
